PlayerName
Håkan Lindgren
Ida Pedersen
Igge Holmberg
Igor Kashentsev
Igor Kuperman
Igor Malahov
Igor Masloboev
Igor Miloradov
Igor Saveljev
Igor Zamiatin
Igor Zaporojets
Ilgvars Pavlovskis
Ilkka Lehtinen
Ilya Golubev
Ilze Kirse
Imrich Blasko
Ingebret Risa
Ingemar Hedberg
Ingemar Reinholdt
Intars Garancs
Ints Jurka
Isac Abrahamsson
Ismo Aulaskari
Ismo Lahtinen
Iva Maskova
Ivan Schekotov
Ivan Zaharov
Ivan Zakharov
Ivars Kirsis
Ivars Vilkens
J-O Hansson
Jaakko Koski
Jacob Lindahl
Jaka Skrlep
Jakob Andersson
Jakob Jonsson
Jakob Renvaktar
Jakob Zalokar Obadic
Jakob Zalokar Obadič
Jakub Matysek
Jakub Sladek
Jakub Sládek
Jali Salo
James-John Forsberg
Jan Andersson
Jan Berggren Jensen
Jan Börjesson
Jan Dryak
Jan Dryák
Jan Eliasson
Jan Hluzek
Jan Hultman
Jan Pelkonen
Jan Sladek
Jan Sládek
Jan Suchy
Jan Tomastik
Jan Viborg
Jan Westerberg
Jan-Olof Fransson
Jan-Olof Hansson
Jani Herlevi
Jani Lappalainen
Jani Petajasuo
Janis Kalnevics
Janis Karlovskis
Janis Kirsis
Janis Mikelis Bitmanis
Janis Zalite
Janis Zemnickis
Janis zalite
Janne Kalveus
Janne Kantola
Janne Kokko
Janne Ollila
Janne Penttila
Janne Roivas
Janne Tiger
Janne Ylonen
Jari Sahlgren
Jarle Eide
Jarle Ihle
Jaroslav Petrek
Jean-Claude Klaus
Jean-Erik Packalen
Jean-Luc Roy
Jekabs Rekis
Jens Anderberg
Jens Bengtsson
"Jens Freitag ""Betze"""
Jens Saari
Jens Sundquist
Jerry Eklof
Jerry Eklöf
Jerry Eklöv
Jerry Wikström
Jesper Anderberg
Jesper Ingevaldsson
Jesper Kuusiniemi
Jesper Madsen
Jesper Persson
Jesper Ritzén
Jesper Starkenberg
Jevgeni Lvov
Jevgeni Mestserjakov
Jevgenijs Zaharovs
Jevgeny Tsupko
Jevgēnijs Zaharovs
Jim Nordli
Jimi Månsson
Jimmi Schultz
Jimmie Gellersten
Jimmy Douz
Jimmy Eklund
Jimmy Gellersten
Jimmy Holm
Jimmy Mårdell
Jiri Chylik
Jiri Chylik ml.
Jiri Vacha
Jiří Chylík
"Joachim Klang ""Der Joe"""
Joachim Lagerström
Joachim Thyzell
Joakim Björk
Joakim Gåfvels
Joakim Jakobsson
Joakim Johansson
Joakim Kuusiniemi
Joakim Larsson
Joakim Lindblad
Joakim Lundin
Joakim Nilén
Joakim Silvstam
Joakim Thomsson
Joakim Åström
Joan Eriksson Mencl
Joan Mencl
Joan Mencl Ley
Joel Andersen
Joel Hall
Joel Ström
Johan Alkerud
Johan Emretsson
Johan Eriksson
"Johan Eriksson ""Exxon"""
Johan Estmo
Johan Fischer
Johan Gustafsson
Johan Hagelqvist
Johan Havås
Johan Johansson
Johan Känngård
Johan Lundahl
Johan Olofsson
Johan Olsén
Johan Pettersson
Johan Sundström
Johan Wejryd
Johan Wendel
Johan Yrlid
Johan ”Exxon” Eriksson
Johannes Brunner
Johannes Lofqvist
Johannes Rönnbrink
Johannes Söderlund
Johannes Westerlund
John Backlund
John Wilhelmsson
John Wreland
Johnny Lundberg
Jon Jonsson
Jonas Abrahamsson
Jonas Bergström
Jonas Eidenby
Jonas Ericson
Jonas Hagborg
Jonas Karlsson
Jonas Karrberg
Jonas Mårdell
Jonas Nordin
Jonas Ohlsson
Jonas Olsson
Jonas Pleikys
Jonas Willman
Jonny Stener
Joonatan Roholm
Jorens Leskovics
Jorn Moldvaer
Jorn Moldvar
Jorn Skjeveland
Josef Gotlén
Jouko Pelkonen
Jouni Tikkanen
Jozef Linek
Jozef Wallenfels
Juha Erälaukko
Juha Heinonen
Juha-Matti Santala
Juho Itkonen
Juho Rautio
Jukka Seppanen
Julia Forsberg
Julia Svensson
Julian Elvén
Jurgis Tihomirovs
Jurgita Vasileviciene
Juri Artamonov
Jussi Junnila
Justus Eralaukko
Juuso Rajamaki
Jörgen Holmberg
Jörgen Sundqvist
Jörgen Uhr
Jörgen Åkerlund
Jørgen Jensen
Jørn Moldvær
Jēkabs REĶIS
K Jukka
Kai Armonies
Kai Parviainen
Kalle Bindekrans
Kalle Moilanen
Kare Martin Leth
Karel Konecny
Karl Jönsson
Karl Olofsson
Karlis Balodis
Karyna Pirumshoieva
Kaspar Juul Jensen
Kaspars Vilums
Kasper Lindberg
Katrina Lihacova
Kay Koskinen
Kazuhiro Hisajima
Kenneth Björk
Kenneth Hansen
Kenneth Nielsen
Kenneth Nilsson
Kenneth Wikström
Kenny Kunto
Kent Markusson
Kent Nielsen
Kent Nyman
Kent Richter
Kenth Ericsson
Kevin Eriksson
Kevin Nilsson
Kevin Rafferty
Kevin Svensson
Kevin Wall
Kevin Wallin
Kim Eriksson
Kimmo Eriksson
Kirill Storchak
Kjell Hilmersson
Kjetil Sagen
Klara Jonsson
Klavdij Starman
Konsta Jukka
Konstantin Mishurinskikh
Krisjanis Zemnickis
Krista Annija LAGZDIŅA
Krista Annija Lagzdina
Krista Lagzdiņa
Kristaps NAGLIS
Kristaps Naglis
Kristaps Riekstins
Kristaps Riekstiņš
Kristaps Zarinieks
Krister Bäckstrand
Krister Goodh
Krister Lindström
Krister Olsson
Krister Rubensson
Kristian Bengtsson
Kristian Gunnstedt
Kristian Gustafsson
Kristian Iso-Tryykari
Kristian Iso-Tryykäri
Kristian Karlsen
Kristian Lönner
Kristijan Curkovic
Kristin Fjermestad
Kristina Jönsson
Kristoffer Hopper
Kristoffer Koren Sørvang
Kristoffer Kuusiniemi
Kristoffer Wahlgren
Kristoffer Öberg
Krystof Herold
Krystof Lebl
Kryštof Herold
Kryštof Lebl
Ladislav Tmej
Ladislav Tměj
Laima Kamzola
Lari Metsala
Lari Metsälä
Lars Bolander
"Lars Freitag ""Graf Zahl"""
Lars Fridell
Lars Henriksson
Lars Hjort
Lars Johansson
Lars Karmborg
Lars Kuusiniemi
Lars Lovén
Lars Lundin
Lars Norberg
Lars Pålsson
Lars Sundh
Lars Söderkvist
Lars Ulfvensjö
Lars-Eric Andersson
Lars-Erik Svensson
Lasse Lindgren
Lasse Søby
Laszlo Altmann
Laszlo Kiss
Laurent Baraou
Lauri Eronen
Lauri Happo
Lauri Tornstrom
Lauri Törnström
Lauris Abols
Laurynas Orlauskas
Leif Kaner-Lidström
Leif Lindgren
Lenart Traven
Lennart Strandberg
Lennart Villumsen
Leon Haussknecht
"Leon Haussknecht ""Fast Hand"""
Leonards Mazurs
Leonards Mazūrs
Leos Hvizd ml.
Libor Grabec
Linas Vasilevicius
Linda Karlsson
Linda Stein
Linus Bengtsson
Linus Ekström
Linus Emanuelsson
Linus Granström
Linus Henningsson
Linus Kullman
Linus Nilsson
Linus Persson
Linus Restel
Liubomyr Kondrashevskyi
Liv Österman
Lonan Bulger
Lotta Holmberg
Love Persson
Lubomir Cmil
Lucas Lindberg
Ludvig Karlsson
Lukas Andersson
Lukas Gustafsson
Lukas Kahoun
Lukas Puleo-Sterner
Lukas Stanek
Lukas Turon
Lukass Jurka
László Altmann
Magnus Ahlberg
Magnus Boivie
Magnus Borg
Magnus Bång
Magnus Falk
Magnus Karlsson
Magnus Klippen
Magnus Kyllergård
Magnus Lind
Magnus Lindelöf
Magnus Nilsson
Magnus Olander
Magnus Olsson
Magnus Platemar
Magnus Stattin
Magnus Svensson
Magnus Westin
Magnus Zettergren
Magor Papp
Magyari Viktor
Malte Andersson
Marc Lemaire
Marcel Jenni
Marcis Radelis
Marcus Abrahamsson
Marcus Andersson
Marcus Hilling
Marcus Johansson
Marcus Koppe
Marcus Lagerkvist
Marcus Lidström
Marcus Lönnqvist
Marcus Mattsson
Marcus Norin
Marcus Persson
Marcus Stenbom
Marcus Sundqvist
Marek Szalsza
Margarita Abele
Maria Elena Pettersson
Maria Olofsson
Maria Saveljeva
Maria Wreland
Maria Yalbacheva
Marina Schekotova
Marino Tuljak
Marion Skold
Mariss Emerbergs
Marius Smaberg
Mariuss Toms Kalnins
Mariya Miloradova
Mark Alexovic
Mark Kritski
Mark-Julius Pikat
Marko Curkovic
Marko Iho
Marko Säkkinen
Marks Kristians Krauze
Markus Bengtsson
Markus Finnhult
Markus Hägglund
Markus Laakso
Markus Larsson
Markus Lundmark
Markus Nilsson
Martin Aasbrenn
Martin Arenlind
Martin Brodin
Martin Carleheden
Martin Claesson
Martin Dahlberg
Martin Drapak
Martin Göran
Martin Härenstam
Martin Ibohm
Martin Kirchgässner
Martin Kralik
Martin Larsson
Martin Lechner
Martin Levin
Martin Lundfall
Martin Lundén
Martin Madera
Martin Maděra
Martin Martinec
Martin Moravec
Martin Rosberg
Martin Vojacek
Martin Wassermann
Martin Zenisek
Martin Ženíšek
Martins Timbers
Martins Zirnis
Mathias Blomquist
Matilda Mäkinen
Matiss Jakseboga
Matiss Saulitis
Mats Blomqvist
Mats Boren
Mats Dehlbom
Mats Johansson
Mats Lidström
Mats Mörtsell
Mats Persson
Mats Qvist
Mats Sonefors
Mats Torneklint
Mats Wallin
Mats Österdal
Matsvei Shyrkavets
Matteus Åkesson
Matthew Riley
Matti Månsson
Mattias Bergström
Mattias Edmark
Mattias Engberg
Mattias Grahn
Mattias Holmner
Mattias Johansson
Mattias Jönsson
Mattias Kralmark
Mattias Odell
Mattias Pettersson
Mattias Söderstedt
Mattias Törnqvist
Matts Andersson
Matts Quiding
Matus Bolemant
Matīss JAKSEBOGA
Matīss Jakseboga
Mauritz Jasinski
Max Ahlborn
Max Nordmark
Max Thomsby
Maxim Borisov
Maxim Starkov
Mazvydas Satkus
Micael Borgh
Micael Myrén
Micael Palm
Micael Strömberg
Micael Sundqvist
"Michael Gellerstam ""Johansson/Eklund"""
Michael Jonsson
Michael Moravec
Michael Rönnlund
Michael Toft Nielsen
Michal Boštík
Michal Hvizd
Michal Hvižd
Michal Kobrle
Michal Masek
Michal Tous
Michal Zunka
Miguel Sanz
Miha Skrlep
Mihail Margolis
Mihail Mihin
Miika Forss
Miikka Pulliainen
Mika Myllykangas
Mikael Briland
Mikael Carlsson
Mikael Ceder Eriksson
Mikael Eklund
Mikael Hansson
Mikael Häggström
"Mikael Häggström,"
Mikael Högenius
Mikael Johansson
Mikael Johnsson
Mikael Jåfs
Mikael Kratz
Mikael Lindberg
Mikael Lindelof
Mikael Lundström
Mikael Nylén
Mikael Persson
Mikael Polgary
Mikael Skog
Mikael Stenström
Mikael Svensson
Mikael Svärd
Mikael Wiberg
Mike Potvin
Mikhail Chernobay
Mikhail Krinov
Mikhail MARGOLIS
Mikhail Margolis
Mikhail Mikhin
Mikhail Shashkov
Mikhail Spivakovsky
Mikkel Thomson
Mikko Haveri
Mikko Haverinen
Mikko Kaariainen
Mikko Kauppi
Mikus SAULĪTIS
Mikus Saulitis
Mikus Saulītis
Milos Sevr
Miloš Ševr
Minerva Martiskainen
Minna Talja
Mio Johansson
Miroslav Cernoch
Miroslav Hubacek ml.
Miroslav Ramsak
Mitro Daniel
Mitro Milan
Mojca Skrlep
Morgan Bertilsson
Morgan Lagerkvist
Morgan Martinsson
Morten Aarflot
Morten Johannessen
Mykhailo Razkevych
Mykhaylo Shalomayev
Mykhaylo Spivakovskyy
Mykola Verbytskyy
Máté Szabó
Måns Englund
Måns Larsson
Mårten Hougström
Mårten Persson
Mårten Silvstam
Mārcis Radelis
Nadi Tofighian
Nathalie Biais
Navid Golmohammadi
Nejc Skrlep
Nejc Škrlep
Netta Jousi
Nicklas Lindberg
Nicklas Nilsson
Niclas Borné
Niclas Carlsson
Niclas Hansen
Nico Jenni
Nico Lyksholm
Nico Lyskholm
Nicolai Dahl Jeppesen
Nicolas Fägerlind
Nikita Zholobov
Niklas Antonsson
Niklas Blomberg
Niklas Bärve
Niklas Chanton
Niklas Emanuelsson
Niklas Hägg
Niklas Larsson
Niklas Pettersson
Niklas Örnros
Niklavs Peteris Sviklis
Niko Tuominen
Nikolay Krokhmal
Niks Lacis
Nils Borné
Nils Christian Ornsjo
Nils Drevsjømoen
Nils Jönsson
Nils Kullberg Michels
Nils Persson
Nils Tenje
Nina Edgren
Nisse Öystilä
Noel Edling
Noel Ulfvensjö
Norbert Luck
Ola Söderberg
Oleg Bondarenko
Oleg Dmitrichenko
Oleg Ortinov
Oleg Sokolov
Oleksandr Danylenko
Oleksandr Pylypenko
Oleksii Gusak
Oleksii Korabel
Oliver Sjöström
Oliver Westlund Myrén
Olle Bosk
Olle Eriksson
Olle Förare
Olle Jacobsson
Olle Köhler
Olle Sten
Olli Majaniemi
Olli-Pekka Kuokkanen
Olof Blume
Olof Johansson
Olof Lanke
Olov Brändström
Ondrej Chlebo
Ondrej Gruncl
Ondrej Taldik
Oscar Fredriksson
Oscar Frisk
Oscar Hammar
Oscar Henriksson
Oscar Ringdahl
Oskar Ekeberg
Oskar Hellqvist
Oskar Lampinen
Oskari Koskela
Oskars Jansons
Ossian Eklund
Otto Pesala
Otto Pesälä
Oystein Klippen
Oystein Nesse
Oyvind Aasheim
Oyvind Hansen
Oyvind Ronne
Pal Bakken
Papp Magor
Par E. Lindqwist
Pasi Haikonen
Pasi Moisander
Patricia Kapuvari
Patrick Gauvin
Patrik Danielsson
"Patrik Esbjornsson ""Percy Nilegard"""
Patrik Hellström
Patrik Jalneskog
Patrik Karlsson
Patrik Kocsis
Patrik Larsson
Patrik Lindgren
Patrik Petr
Patrik Räfling
Patrik Sären
Patrik Åhlin
Paul Shabi
"Paul Yli-Tainio ""Patous"""
Paul-Martin Persson
Pavel Chalus
Pavel Gorodnitskiy
Pavel Plesak
Pavel Pylypenko
Pavel Totchasov
Peder Andersson
Peder Berentsen
Pekka Kerminen
Per Back
Per E. Weckhorst
Per Göran
Per Hagelqvist
Per Heydorn
Per Jemth
Per Landahl
Per Rodell
Per Svensson
Per Svärd
Per-Erik Gunnarsson
Per-Erik Wilsbeck
Perra Svärd
Peter Abrahamsson
Peter Andersson
Peter Björkman
Peter Danielsson
Peter Drakenberg
Peter Enderborg
Peter Eriksson
Peter Hill
Peter Madsen
Peter Mozhaev
Peter Nymark
Peter Sjöberg
Peter Stensmyr
Peter Sundqvist
Peter Tellgren
Peter Veikko Madsen
Peter Wallman
Peter Östlund
Peter-Paul Snelder
Petr Mozhaev
Petr Sladek
Petr Tmej
Petr Tměj
Petrek Jaroslav
Petri Storlöpare
Petri Säkkinen
Petrus Miettinen
Petrus Negash-Ranes
Petter Bengtsson
Petter Bäckebjörk
Petter Lampinen
Petter Lönn
Petter Svensson
Petteri Hintsanen
Petteri Sevon
Philip Casserstål
Philip Simu
Philippe Bonnet
Pierre Bäckström
Pierre Chastenais
Pierre Svensson
Polina Kvasnikova
Pontus Back
Pontus Chorell
Pontus Eriksson
Pontus Forsmark
Pontus Paulin Hugo
Pär Pettersson
Pål Bakken
Péter Borsányi
R Nuttonen
Radim Nevrlik
Radomyr Donets
Railends Kuhalskis
Raimonds Stalmanis
Rainers KALNIŅŠ
Rainers Kalnins
Rainers Kalniņš
Rainers Martuzans
Raivis MIGLINIEKS
Raivis Miglinieks
Raivis Pukinskis
Raivis Sternats
Rajiv Bahadur Jonchhay
Ralph Pommerenke
Rasmus Aarflot
Rasmus Jensén
Rasmus Lundbom
Rasmus Ringdahl
Regan Bulger
Regnars Vazolins
Regnārs VAZOLIŅŠ
Reinis Stacevics
Renars Masulis
Renars Saulitis
"Rene Albers ""Box Albers"""
Rene Huhtala
Rhys Duncan
Ricards Kalnins
Richard Bartosek
Richard Lindberg
Richard Pedersen
Richard Petersson
Rickard Callertun
Rickard Forsberg
Rickard Lönner
Rickard Sjögren
Rickard Sjöstedt
Rickard Wester
Rikard Adolfsson
Rikard Arvidsson
Rikard Ekdahl
Rikard Frisk
Rikard Nässelkvist
Rimants Mironovics
Ritvars Felkers
Robban Gawell
Robert Ahlström
Robert Forsberg
Robert Gullberg
Robert Gunnstedt
Robert Håkansson
Robert Isaksson
Robert Jez
Robert Mattisson
Robert Sundén
Roberts Aserins
Roberts Kerns
Roberts Kupcs
Robin Burnett-Cargill
Robin Gellersten Holmgren
Robin Gellersten-Holmgren
Robin Larsson
Robin Westergren
Roger Lundin
Roger Olovsson
Roger Sparr
Roger Westh
"Roger Westh ""Lundin"""
Rok Skrlep
Roland Hybelius-Nordin
Rolands RIEKSTIŅŠ
Rolands Riekstins
Rolands Riekstiņš
Rolf Locher
Rolle Stünkel
Roman Falkensteins
Roman Ignatenko
Romans Faļkenšteins
Romeo Sunnerstam
Ronald Aderfors
Ronald Kocsis
Roni Lavonius
